waste_id,site_id,business_date,product_id,batch_id,qty,uom,value,reason,stage,capture_method,note
W001038,SITE_KIT_01,2025-12-12,ING_CAPSICUM,,0.221,kg,17.71,prep_trim,prep,manual,yield 0.83 on 3.28 kg net
W001039,SITE_KIT_01,2025-12-12,ING_SPINACH,,0.621,kg,18.64,prep_trim,prep,manual,yield 0.80 on 7.46 kg net
W001040,SITE_KIT_01,2025-12-12,ING_LEMON,,0.33,kg,29.72,prep_trim,prep,manual,yield 0.56 on 1.23 kg net
W001041,SITE_KIT_01,2025-12-12,ING_CUCUMBER,,0.23,kg,8.04,prep_trim,prep,manual,yield 0.86 on 4.10 kg net
W001042,SITE_KIT_01,2025-12-12,ING_CABBAGE,,0.129,kg,3.22,prep_trim,prep,manual,yield 0.88 on 2.74 kg net
W001043,SITE_KIT_01,2025-12-12,ING_BANANA,,0.51,kg,28.04,prep_trim,prep,manual,yield 0.70 on 3.42 kg net
W001044,SITE_KIT_01,2025-12-12,ING_BRINJAL,,0.166,kg,6.65,prep_trim,prep,manual,yield 0.88 on 3.76 kg net
W001045,SITE_KIT_01,2025-12-12,ING_OKRA,,0.174,kg,9.55,prep_trim,prep,manual,yield 0.90 on 4.44 kg net
W001046,SITE_KIT_01,2025-12-12,ING_MUSHROOM,,0.024,kg,5.35,prep_trim,prep,manual,yield 0.95 on 1.37 kg net
W001047,SITE_KIT_01,2025-12-12,ING_SPINACH,B00445,5.435,kg,163.05,spoilage,storage,manual,"received 2025-12-08, zone ZN_COLD"
W001048,SITE_KIT_01,2025-12-12,ING_CORIANDER,B00455,0.335,kg,20.11,spoilage,storage,manual,"received 2025-12-09, zone ZN_COLD"
W001049,SITE_KIT_01,2025-12-12,ING_OKRA,B00385,0.772,kg,42.46,spoilage,storage,manual,"received 2025-12-05, zone ZN_COLD"
W001050,SITE_KIT_01,2025-12-13,DSH_CHBIRYANI,,2.093,kg,443.05,overproduction,post_service,pos_derived,"15 portions unsold, 4.7 binned"
W001051,SITE_KIT_01,2025-12-13,DSH_CHBIRYANI,,0.153,kg,32.4,plate_waste,service,manual,1 plates partly returned
W001052,SITE_KIT_01,2025-12-13,DSH_VGBIRYANI,,1.172,kg,127.36,overproduction,post_service,pos_derived,"9 portions unsold, 2.8 binned"
W001053,SITE_KIT_01,2025-12-13,DSH_VGBIRYANI,,0.428,kg,46.56,plate_waste,service,manual,3 plates partly returned
W001054,SITE_KIT_01,2025-12-13,DSH_PBM,,0.54,kg,156.33,overproduction,post_service,pos_derived,"9 portions unsold, 1.8 binned"
W001055,SITE_KIT_01,2025-12-13,DSH_PBM,,0.204,kg,59.06,plate_waste,service,manual,2 plates partly returned
W001056,SITE_KIT_01,2025-12-13,DSH_PALAK,,0.306,kg,55.19,plate_waste,service,manual,3 plates partly returned
W001057,SITE_KIT_01,2025-12-13,DSH_NAAN,,0.245,kg,26.96,plate_waste,service,manual,8 plates partly returned
W001058,SITE_KIT_01,2025-12-13,DSH_ROTI,,0.119,kg,6.36,plate_waste,service,manual,5 plates partly returned
W001059,SITE_KIT_01,2025-12-13,DSH_JEERARICE,,0.616,kg,53.59,overproduction,post_service,pos_derived,"10 portions unsold, 2.2 binned"
W001060,SITE_KIT_01,2025-12-13,DSH_DALTADKA,,0.45,kg,34.62,overproduction,post_service,pos_derived,"10 portions unsold, 1.5 binned"
W001061,SITE_KIT_01,2025-12-13,DSH_DALTADKA,,0.102,kg,7.85,plate_waste,service,manual,1 plates partly returned
W001062,SITE_KIT_01,2025-12-13,DSH_ROGANJOSH,,0.23,kg,151.33,overproduction,post_service,pos_derived,"4 portions unsold, 0.7 binned"
W001063,SITE_KIT_01,2025-12-13,DSH_VEGPULAO,,0.588,kg,59.98,overproduction,post_service,pos_derived,"7 portions unsold, 1.7 binned"
W001064,SITE_KIT_01,2025-12-13,DSH_VEGPULAO,,0.119,kg,12.14,plate_waste,service,manual,1 plates partly returned
W001065,SITE_KIT_01,2025-12-13,DSH_MIXVEG,,0.936,kg,62.46,overproduction,post_service,pos_derived,"13 portions unsold, 3.1 binned"
W001066,SITE_KIT_01,2025-12-13,ING_ONION,,1.531,kg,58.18,prep_trim,prep,manual,yield 0.88 on 32.71 kg net
W001067,SITE_KIT_01,2025-12-13,ING_TOMATO,,0.248,kg,7.94,prep_trim,prep,manual,yield 0.97 on 26.10 kg net
W001068,SITE_KIT_01,2025-12-13,ING_GINGER,,0.051,kg,6.17,prep_trim,prep,manual,yield 0.88 on 1.09 kg net
W001069,SITE_KIT_01,2025-12-13,ING_GARLIC,,0.08,kg,14.47,prep_trim,prep,manual,yield 0.88 on 1.70 kg net
W001070,SITE_KIT_01,2025-12-13,ING_GCHILLI,,0.024,kg,1.71,prep_trim,prep,manual,yield 0.96 on 1.53 kg net
W001071,SITE_KIT_01,2025-12-13,ING_MINT,,0.035,kg,2.11,prep_trim,prep,manual,yield 0.86 on 0.64 kg net
W001072,SITE_KIT_01,2025-12-13,ING_CORIANDER,,0.064,kg,3.82,prep_trim,prep,manual,yield 0.88 on 1.34 kg net
W001073,SITE_KIT_01,2025-12-13,ING_CARROT,,0.377,kg,16.98,prep_trim,prep,manual,yield 0.86 on 6.80 kg net
W001074,SITE_KIT_01,2025-12-13,ING_BEANS,,0.205,kg,12.27,prep_trim,prep,manual,yield 0.88 on 4.22 kg net
W001075,SITE_KIT_01,2025-12-13,ING_CAULI,,5.002,kg,200.07,prep_trim,prep,manual,yield 0.52 on 16.05 kg net
W001076,SITE_KIT_01,2025-12-13,ING_POTATO,,0.847,kg,23.71,prep_trim,prep,manual,yield 0.83 on 12.30 kg net
W001077,SITE_KIT_01,2025-12-13,ING_CAPSICUM,,0.263,kg,21.03,prep_trim,prep,manual,yield 0.83 on 3.72 kg net
W001078,SITE_KIT_01,2025-12-13,ING_SPINACH,,0.674,kg,20.23,prep_trim,prep,manual,yield 0.80 on 8.01 kg net
W001079,SITE_KIT_01,2025-12-13,ING_LEMON,,0.371,kg,33.37,prep_trim,prep,manual,yield 0.55 on 1.32 kg net
W001080,SITE_KIT_01,2025-12-13,ING_CUCUMBER,,0.268,kg,9.39,prep_trim,prep,manual,yield 0.85 on 4.38 kg net
W001081,SITE_KIT_01,2025-12-13,ING_CABBAGE,,0.118,kg,2.96,prep_trim,prep,manual,yield 0.89 on 2.92 kg net
W001082,SITE_KIT_01,2025-12-13,ING_BANANA,,0.613,kg,33.72,prep_trim,prep,manual,yield 0.67 on 3.65 kg net
W001083,SITE_KIT_01,2025-12-13,ING_BRINJAL,,0.18,kg,7.2,prep_trim,prep,manual,yield 0.88 on 4.02 kg net
W001084,SITE_KIT_01,2025-12-13,ING_OKRA,,0.176,kg,9.7,prep_trim,prep,manual,yield 0.90 on 4.75 kg net
W001085,SITE_KIT_01,2025-12-13,ING_MUSHROOM,,0.025,kg,5.41,prep_trim,prep,manual,yield 0.95 on 1.46 kg net
W001086,SITE_KIT_01,2025-12-13,ING_EGG,B00438,1.265,kg,177.07,spoilage,storage,manual,"received 2025-12-07, zone ZN_COLD"
W001087,SITE_KIT_01,2025-12-13,ING_CURD,B00440,3.346,kg,234.25,spoilage,storage,manual,"received 2025-12-07, zone ZN_COLD"
W001088,SITE_KIT_01,2025-12-13,ING_CREAM,B00442,1.054,kg,231.79,spoilage,storage,manual,"received 2025-12-07, zone ZN_COLD"
W001089,SITE_KIT_01,2025-12-14,DSH_CHBIRYANI,,2.929,kg,620.27,overproduction,post_service,pos_derived,"21 portions unsold, 6.5 binned"
W001090,SITE_KIT_01,2025-12-14,DSH_CHBIRYANI,,0.153,kg,32.4,plate_waste,service,manual,1 plates partly returned
W001091,SITE_KIT_01,2025-12-14,DSH_VGBIRYANI,,0.391,kg,42.45,overproduction,post_service,pos_derived,"3 portions unsold, 0.9 binned"
W001092,SITE_KIT_01,2025-12-14,DSH_PBM,,0.84,kg,243.18,overproduction,post_service,pos_derived,"14 portions unsold, 2.8 binned"
W001093,SITE_KIT_01,2025-12-14,DSH_PBM,,0.102,kg,29.53,plate_waste,service,manual,1 plates partly returned
W001094,SITE_KIT_01,2025-12-14,DSH_GOBIMANCH,,1.26,kg,130.41,overproduction,post_service,pos_derived,"10 portions unsold, 4.5 binned"
W001095,SITE_KIT_01,2025-12-14,DSH_GOBIMANCH,,0.19,kg,19.71,plate_waste,service,manual,2 plates partly returned
W001096,SITE_KIT_01,2025-12-14,DSH_NAAN,,0.092,kg,10.11,plate_waste,service,manual,3 plates partly returned
W001097,SITE_KIT_01,2025-12-14,DSH_ROTI,,0.048,kg,2.54,plate_waste,service,manual,2 plates partly returned
W001098,SITE_KIT_01,2025-12-14,DSH_JEERARICE,,0.308,kg,26.8,overproduction,post_service,pos_derived,"5 portions unsold, 1.1 binned"
W001099,SITE_KIT_01,2025-12-14,DSH_JEERARICE,,0.286,kg,24.85,plate_waste,service,manual,3 plates partly returned
W001100,SITE_KIT_01,2025-12-14,DSH_DALTADKA,,0.225,kg,17.31,overproduction,post_service,pos_derived,"5 portions unsold, 0.8 binned"
W001101,SITE_KIT_01,2025-12-14,DSH_DALTADKA,,0.408,kg,31.39,plate_waste,service,manual,4 plates partly returned
W001102,SITE_KIT_01,2025-12-14,DSH_ROGANJOSH,,0.288,kg,189.16,overproduction,post_service,pos_derived,"5 portions unsold, 0.9 binned"
W001103,SITE_KIT_01,2025-12-14,DSH_MIXVEG,,0.648,kg,43.24,overproduction,post_service,pos_derived,"9 portions unsold, 2.2 binned"
W001104,SITE_KIT_01,2025-12-14,DSH_MIXVEG,,0.102,kg,6.81,plate_waste,service,manual,1 plates partly returned
W001105,SITE_KIT_01,2025-12-14,DSH_FISHCURRY,,0.288,kg,103.46,overproduction,post_service,pos_derived,"4 portions unsold, 1.0 binned"
W001106,SITE_KIT_01,2025-12-14,DSH_FISHCURRY,,0.204,kg,73.28,plate_waste,service,manual,2 plates partly returned
W001107,SITE_KIT_01,2025-12-14,ING_ONION,,1.178,kg,44.77,prep_trim,prep,manual,yield 0.90 on 30.65 kg net
W001108,SITE_KIT_01,2025-12-14,ING_TOMATO,,0.189,kg,6.06,prep_trim,prep,manual,yield 0.98 on 23.82 kg net
W001109,SITE_KIT_01,2025-12-14,ING_GINGER,,0.039,kg,4.71,prep_trim,prep,manual,yield 0.89 on 0.98 kg net
W001110,SITE_KIT_01,2025-12-14,ING_GARLIC,,0.089,kg,16.1,prep_trim,prep,manual,yield 0.85 on 1.55 kg net
W001111,SITE_KIT_01,2025-12-14,ING_GCHILLI,,0.043,kg,3.03,prep_trim,prep,manual,yield 0.92 on 1.49 kg net
W001112,SITE_KIT_01,2025-12-14,ING_MINT,,0.038,kg,2.3,prep_trim,prep,manual,yield 0.84 on 0.57 kg net
W001113,SITE_KIT_01,2025-12-14,ING_CORIANDER,,0.073,kg,4.38,prep_trim,prep,manual,yield 0.85 on 1.21 kg net
W001114,SITE_KIT_01,2025-12-14,ING_CARROT,,0.274,kg,12.32,prep_trim,prep,manual,yield 0.89 on 6.20 kg net
W001115,SITE_KIT_01,2025-12-14,ING_BEANS,,0.113,kg,6.79,prep_trim,prep,manual,yield 0.92 on 3.82 kg net
W001116,SITE_KIT_01,2025-12-14,ING_CAULI,,5.066,kg,202.64,prep_trim,prep,manual,yield 0.51 on 15.41 kg net
W001117,SITE_KIT_01,2025-12-14,ING_POTATO,,0.898,kg,25.15,prep_trim,prep,manual,yield 0.83 on 13.35 kg net
W001118,SITE_KIT_01,2025-12-14,ING_CAPSICUM,,0.24,kg,19.21,prep_trim,prep,manual,yield 0.83 on 3.51 kg net
W001119,SITE_KIT_01,2025-12-14,ING_SPINACH,,0.704,kg,21.11,prep_trim,prep,manual,yield 0.78 on 7.28 kg net
W001120,SITE_KIT_01,2025-12-14,ING_LEMON,,0.367,kg,33.07,prep_trim,prep,manual,yield 0.54 on 1.25 kg net
W001121,SITE_KIT_01,2025-12-14,ING_CUCUMBER,,0.242,kg,8.46,prep_trim,prep,manual,yield 0.85 on 4.10 kg net
W001122,SITE_KIT_01,2025-12-14,ING_CABBAGE,,0.136,kg,3.41,prep_trim,prep,manual,yield 0.87 on 2.74 kg net
W001123,SITE_KIT_01,2025-12-14,ING_BANANA,,0.52,kg,28.59,prep_trim,prep,manual,yield 0.69 on 3.42 kg net
W001124,SITE_KIT_01,2025-12-14,ING_BRINJAL,,0.187,kg,7.47,prep_trim,prep,manual,yield 0.87 on 3.76 kg net
W001125,SITE_KIT_01,2025-12-14,ING_OKRA,,0.162,kg,8.89,prep_trim,prep,manual,yield 0.90 on 4.44 kg net
W001126,SITE_KIT_01,2025-12-14,ING_MUSHROOM,,0.022,kg,4.8,prep_trim,prep,manual,yield 0.96 on 1.37 kg net
W001127,SITE_KIT_01,2025-12-14,ING_SPINACH,B00560,0.458,kg,13.74,quality_rejection,storage,manual,"rejected at goods receipt, intake grade 0.92"
W001128,SITE_KIT_01,2025-12-14,ING_CURRYLEAF,B00563,0.044,kg,3.52,quality_rejection,storage,manual,"rejected at goods receipt, intake grade 0.94"
W001129,SITE_KIT_01,2025-12-14,ING_PEAS,B00427,0.476,kg,42.84,spoilage,storage,manual,"received 2025-12-07, zone ZN_COLD"
W001130,SITE_KIT_01,2025-12-14,ING_MUSHROOM,B00432,0.846,kg,186.09,spoilage,storage,manual,"received 2025-12-07, zone ZN_COLD"
W001131,SITE_KIT_01,2025-12-15,DSH_CHBIRYANI,,0.558,kg,118.15,overproduction,post_service,pos_derived,"4 portions unsold, 1.2 binned"
W001132,SITE_KIT_01,2025-12-15,DSH_VGBIRYANI,,0.391,kg,42.45,overproduction,post_service,pos_derived,"3 portions unsold, 0.9 binned"
W001133,SITE_KIT_01,2025-12-15,DSH_GOBIMANCH,,0.252,kg,26.08,overproduction,post_service,pos_derived,"2 portions unsold, 0.9 binned"
W001134,SITE_KIT_01,2025-12-15,DSH_NAAN,,0.031,kg,3.37,plate_waste,service,manual,1 plates partly returned
W001135,SITE_KIT_01,2025-12-15,DSH_JEERARICE,,0.123,kg,10.72,overproduction,post_service,pos_derived,"2 portions unsold, 0.4 binned"
W001136,SITE_KIT_01,2025-12-15,DSH_JEERARICE,,0.19,kg,16.56,plate_waste,service,manual,2 plates partly returned
W001137,SITE_KIT_01,2025-12-15,DSH_DALTADKA,,0.45,kg,34.62,overproduction,post_service,pos_derived,"10 portions unsold, 1.5 binned"
W001138,SITE_KIT_01,2025-12-15,DSH_DALTADKA,,0.102,kg,7.85,plate_waste,service,manual,1 plates partly returned
W001139,SITE_KIT_01,2025-12-15,DSH_ROGANJOSH,,0.346,kg,226.99,overproduction,post_service,pos_derived,"6 portions unsold, 1.1 binned"
W001140,SITE_KIT_01,2025-12-15,DSH_ROGANJOSH,,0.109,kg,71.46,plate_waste,service,manual,1 plates partly returned
W001141,SITE_KIT_01,2025-12-15,DSH_VEGPULAO,,0.119,kg,12.14,plate_waste,service,manual,1 plates partly returned
W001142,SITE_KIT_01,2025-12-15,DSH_DOSA,,0.255,kg,23.88,plate_waste,service,manual,3 plates partly returned
W001143,SITE_KIT_01,2025-12-15,DSH_MIXVEG,,0.504,kg,33.63,overproduction,post_service,pos_derived,"7 portions unsold, 1.7 binned"
W001144,SITE_KIT_01,2025-12-15,DSH_MIXVEG,,0.102,kg,6.81,plate_waste,service,manual,1 plates partly returned
W001145,SITE_KIT_01,2025-12-15,ING_ONION,,0.777,kg,29.51,prep_trim,prep,manual,yield 0.90 on 19.65 kg net
W001146,SITE_KIT_01,2025-12-15,ING_TOMATO,,0.233,kg,7.45,prep_trim,prep,manual,yield 0.96 on 16.09 kg net
W001147,SITE_KIT_01,2025-12-15,ING_GINGER,,0.02,kg,2.41,prep_trim,prep,manual,yield 0.91 on 0.62 kg net
W001148,SITE_KIT_01,2025-12-15,ING_GARLIC,,0.048,kg,8.69,prep_trim,prep,manual,yield 0.87 on 0.98 kg net
W001149,SITE_KIT_01,2025-12-15,ING_CORIANDER,,0.048,kg,2.9,prep_trim,prep,manual,yield 0.84 on 0.74 kg net
W001150,SITE_KIT_01,2025-12-15,ING_CARROT,,0.205,kg,9.21,prep_trim,prep,manual,yield 0.87 on 4.05 kg net
W001151,SITE_KIT_01,2025-12-15,ING_BEANS,,0.109,kg,6.54,prep_trim,prep,manual,yield 0.89 on 2.48 kg net
W001152,SITE_KIT_01,2025-12-15,ING_CAULI,,3.329,kg,133.17,prep_trim,prep,manual,yield 0.50 on 9.72 kg net
W001153,SITE_KIT_01,2025-12-15,ING_POTATO,,0.56,kg,15.67,prep_trim,prep,manual,yield 0.85 on 9.53 kg net
W001154,SITE_KIT_01,2025-12-15,ING_CAPSICUM,,0.124,kg,9.91,prep_trim,prep,manual,yield 0.86 on 2.26 kg net
W001155,SITE_KIT_01,2025-12-15,ING_SPINACH,,0.413,kg,12.4,prep_trim,prep,manual,yield 0.80 on 4.73 kg net
W001156,SITE_KIT_01,2025-12-15,ING_LEMON,,0.232,kg,20.87,prep_trim,prep,manual,yield 0.54 on 0.79 kg net
W001157,SITE_KIT_01,2025-12-15,ING_CUCUMBER,,0.145,kg,5.07,prep_trim,prep,manual,yield 0.86 on 2.68 kg net
W001158,SITE_KIT_01,2025-12-15,ING_CABBAGE,,0.083,kg,2.06,prep_trim,prep,manual,yield 0.88 on 1.79 kg net
W001159,SITE_KIT_01,2025-12-15,ING_BANANA,,0.378,kg,20.8,prep_trim,prep,manual,yield 0.67 on 2.24 kg net
W001160,SITE_KIT_01,2025-12-15,ING_BRINJAL,,0.122,kg,4.89,prep_trim,prep,manual,yield 0.87 on 2.46 kg net
W001161,SITE_KIT_01,2025-12-15,ING_OKRA,,0.099,kg,5.44,prep_trim,prep,manual,yield 0.91 on 2.91 kg net
W001162,SITE_KIT_01,2025-12-15,ING_CAPSICUM,B00571,0.829,kg,66.32,quality_rejection,storage,manual,"rejected at goods receipt, intake grade 1.00"
W001163,SITE_KIT_01,2025-12-15,ING_CORIANDER,B00516,0.29,kg,17.37,spoilage,storage,manual,"received 2025-12-12, zone ZN_COLD"
W001164,SITE_KIT_01,2025-12-15,ING_MINT,B00517,0.237,kg,14.24,spoilage,storage,manual,"received 2025-12-12, zone ZN_COLD"
W001165,SITE_KIT_01,2025-12-15,ING_LEMON,B00467,0.648,kg,58.33,spoilage,storage,manual,"received 2025-12-09, zone ZN_COLD"
W001166,SITE_KIT_01,2025-12-16,DSH_CHBIRYANI,,1.395,kg,295.37,overproduction,post_service,pos_derived,"10 portions unsold, 3.1 binned"
W001167,SITE_KIT_01,2025-12-16,DSH_CHBIRYANI,,0.153,kg,32.4,plate_waste,service,manual,1 plates partly returned
W001168,SITE_KIT_01,2025-12-16,DSH_VGBIRYANI,,2.213,kg,240.58,overproduction,post_service,pos_derived,"17 portions unsold, 5.3 binned"
W001169,SITE_KIT_01,2025-12-16,DSH_VGBIRYANI,,0.286,kg,31.04,plate_waste,service,manual,2 plates partly returned
W001170,SITE_KIT_01,2025-12-16,DSH_PBM,,0.24,kg,69.48,overproduction,post_service,pos_derived,"4 portions unsold, 0.8 binned"
W001171,SITE_KIT_01,2025-12-16,DSH_PBM,,0.102,kg,29.53,plate_waste,service,manual,1 plates partly returned
W001172,SITE_KIT_01,2025-12-16,DSH_GOBIMANCH,,1.008,kg,104.33,overproduction,post_service,pos_derived,"8 portions unsold, 3.6 binned"
W001173,SITE_KIT_01,2025-12-16,DSH_GOBIMANCH,,0.095,kg,9.85,plate_waste,service,manual,1 plates partly returned
W001174,SITE_KIT_01,2025-12-16,DSH_PALAK,,0.858,kg,154.75,overproduction,post_service,pos_derived,"13 portions unsold, 2.9 binned"
W001175,SITE_KIT_01,2025-12-16,DSH_NAAN,,0.092,kg,10.11,plate_waste,service,manual,3 plates partly returned
W001176,SITE_KIT_01,2025-12-16,DSH_JEERARICE,,0.095,kg,8.28,plate_waste,service,manual,1 plates partly returned
W001177,SITE_KIT_01,2025-12-16,DSH_DALTADKA,,0.72,kg,55.39,overproduction,post_service,pos_derived,"16 portions unsold, 2.4 binned"
W001178,SITE_KIT_01,2025-12-16,DSH_DALTADKA,,0.102,kg,7.85,plate_waste,service,manual,1 plates partly returned
W001179,SITE_KIT_01,2025-12-16,DSH_ROGANJOSH,,0.23,kg,151.33,overproduction,post_service,pos_derived,"4 portions unsold, 0.7 binned"
W001180,SITE_KIT_01,2025-12-16,DSH_VEGPULAO,,0.119,kg,12.14,plate_waste,service,manual,1 plates partly returned
W001181,SITE_KIT_01,2025-12-16,DSH_DOSA,,0.255,kg,23.88,plate_waste,service,manual,3 plates partly returned
W001182,SITE_KIT_01,2025-12-16,DSH_FISHCURRY,,0.102,kg,36.64,plate_waste,service,manual,1 plates partly returned
W001183,SITE_KIT_01,2025-12-16,ING_ONION,,0.8,kg,30.39,prep_trim,prep,manual,yield 0.90 on 20.43 kg net
W001184,SITE_KIT_01,2025-12-16,ING_TOMATO,,0.246,kg,7.86,prep_trim,prep,manual,yield 0.96 on 15.69 kg net
W001185,SITE_KIT_01,2025-12-16,ING_GINGER,,0.023,kg,2.73,prep_trim,prep,manual,yield 0.90 on 0.60 kg net
W001186,SITE_KIT_01,2025-12-16,ING_GARLIC,,0.057,kg,10.19,prep_trim,prep,manual,yield 0.85 on 0.97 kg net
W001187,SITE_KIT_01,2025-12-16,ING_GCHILLI,,0.022,kg,1.57,prep_trim,prep,manual,yield 0.94 on 0.97 kg net
W001188,SITE_KIT_01,2025-12-16,ING_MINT,,0.023,kg,1.41,prep_trim,prep,manual,yield 0.86 on 0.41 kg net
W001189,SITE_KIT_01,2025-12-16,ING_CORIANDER,,0.059,kg,3.55,prep_trim,prep,manual,yield 0.83 on 0.85 kg net
W001190,SITE_KIT_01,2025-12-16,ING_CARROT,,0.17,kg,7.65,prep_trim,prep,manual,yield 0.90 on 4.48 kg net
W001191,SITE_KIT_01,2025-12-16,ING_BEANS,,0.083,kg,5.0,prep_trim,prep,manual,yield 0.92 on 2.85 kg net
W001192,SITE_KIT_01,2025-12-16,ING_CAULI,,3.38,kg,135.21,prep_trim,prep,manual,yield 0.51 on 10.19 kg net
W001193,SITE_KIT_01,2025-12-16,ING_POTATO,,0.551,kg,15.42,prep_trim,prep,manual,yield 0.87 on 10.50 kg net
W001194,SITE_KIT_01,2025-12-16,ING_CAPSICUM,,0.152,kg,12.12,prep_trim,prep,manual,yield 0.83 on 2.24 kg net
W001195,SITE_KIT_01,2025-12-16,ING_SPINACH,,0.451,kg,13.54,prep_trim,prep,manual,yield 0.79 on 4.91 kg net
W001196,SITE_KIT_01,2025-12-16,ING_LEMON,,0.24,kg,21.58,prep_trim,prep,manual,yield 0.53 on 0.80 kg net
W001197,SITE_KIT_01,2025-12-16,ING_CUCUMBER,,0.153,kg,5.35,prep_trim,prep,manual,yield 0.86 on 2.67 kg net
W001198,SITE_KIT_01,2025-12-16,ING_CABBAGE,,0.082,kg,2.06,prep_trim,prep,manual,yield 0.88 on 1.78 kg net
W001199,SITE_KIT_01,2025-12-16,ING_BANANA,,0.336,kg,18.47,prep_trim,prep,manual,yield 0.69 on 2.22 kg net
W001200,SITE_KIT_01,2025-12-16,ING_BRINJAL,,0.095,kg,3.79,prep_trim,prep,manual,yield 0.90 on 2.45 kg net
W001201,SITE_KIT_01,2025-12-16,ING_OKRA,,0.117,kg,6.46,prep_trim,prep,manual,yield 0.89 on 2.89 kg net
W001202,SITE_KIT_01,2025-12-16,ING_MUSHROOM,,0.024,kg,5.21,prep_trim,prep,manual,yield 0.93 on 0.89 kg net
W001203,SITE_KIT_01,2025-12-16,ING_SPINACH,B00593,0.46,kg,13.8,quality_rejection,storage,manual,"rejected at goods receipt, intake grade 0.98"
W001204,SITE_KIT_01,2025-12-16,ING_CURRYLEAF,B00536,0.124,kg,9.9,spoilage,storage,manual,"received 2025-12-13, zone ZN_COLD"
W001205,SITE_KIT_01,2025-12-17,DSH_CHBIRYANI,,0.837,kg,177.22,overproduction,post_service,pos_derived,"6 portions unsold, 1.9 binned"
W001206,SITE_KIT_01,2025-12-17,DSH_CHBIRYANI,,0.153,kg,32.4,plate_waste,service,manual,1 plates partly returned
W001207,SITE_KIT_01,2025-12-17,DSH_PBM,,1.02,kg,295.29,overproduction,post_service,pos_derived,"17 portions unsold, 3.4 binned"
W001208,SITE_KIT_01,2025-12-17,DSH_GOBIMANCH,,0.19,kg,19.71,plate_waste,service,manual,2 plates partly returned
W001209,SITE_KIT_01,2025-12-17,DSH_PALAK,,0.132,kg,23.81,overproduction,post_service,pos_derived,"2 portions unsold, 0.4 binned"
W001210,SITE_KIT_01,2025-12-17,DSH_NAAN,,0.092,kg,10.11,plate_waste,service,manual,3 plates partly returned
W001211,SITE_KIT_01,2025-12-17,DSH_ROTI,,0.143,kg,7.63,plate_waste,service,manual,6 plates partly returned
W001212,SITE_KIT_01,2025-12-17,DSH_JEERARICE,,0.095,kg,8.28,plate_waste,service,manual,1 plates partly returned
W001213,SITE_KIT_01,2025-12-17,DSH_DALTADKA,,0.54,kg,41.54,overproduction,post_service,pos_derived,"12 portions unsold, 1.8 binned"
W001214,SITE_KIT_01,2025-12-17,DSH_DALTADKA,,0.102,kg,7.85,plate_waste,service,manual,1 plates partly returned
W001215,SITE_KIT_01,2025-12-17,DSH_ROGANJOSH,,0.461,kg,302.66,overproduction,post_service,pos_derived,"8 portions unsold, 1.4 binned"
W001216,SITE_KIT_01,2025-12-17,DSH_DOSA,,0.255,kg,23.88,plate_waste,service,manual,3 plates partly returned
W001217,SITE_KIT_01,2025-12-17,DSH_MIXVEG,,0.216,kg,14.41,overproduction,post_service,pos_derived,"3 portions unsold, 0.7 binned"
W001218,SITE_KIT_01,2025-12-17,DSH_FISHCURRY,,0.36,kg,129.32,overproduction,post_service,pos_derived,"5 portions unsold, 1.2 binned"
W001219,SITE_KIT_01,2025-12-17,DSH_FISHCURRY,,0.102,kg,36.64,plate_waste,service,manual,1 plates partly returned
W001220,SITE_KIT_01,2025-12-17,ING_ONION,,0.822,kg,31.25,prep_trim,prep,manual,yield 0.90 on 21.11 kg net
W001221,SITE_KIT_01,2025-12-17,ING_TOMATO,,0.24,kg,7.69,prep_trim,prep,manual,yield 0.96 on 16.65 kg net
W001222,SITE_KIT_01,2025-12-17,ING_GINGER,,0.021,kg,2.53,prep_trim,prep,manual,yield 0.91 on 0.64 kg net
W001223,SITE_KIT_01,2025-12-17,ING_GARLIC,,0.036,kg,6.54,prep_trim,prep,manual,yield 0.91 on 1.04 kg net
W001224,SITE_KIT_01,2025-12-17,ING_GCHILLI,,0.026,kg,1.85,prep_trim,prep,manual,yield 0.93 on 1.05 kg net
W001225,SITE_KIT_01,2025-12-17,ING_MINT,,0.022,kg,1.29,prep_trim,prep,manual,yield 0.85 on 0.36 kg net
W001226,SITE_KIT_01,2025-12-17,ING_CORIANDER,,0.046,kg,2.75,prep_trim,prep,manual,yield 0.86 on 0.81 kg net
W001227,SITE_KIT_01,2025-12-17,ING_CARROT,,0.175,kg,7.9,prep_trim,prep,manual,yield 0.89 on 4.27 kg net
W001228,SITE_KIT_01,2025-12-17,ING_BEANS,,0.081,kg,4.86,prep_trim,prep,manual,yield 0.92 on 2.65 kg net
W001229,SITE_KIT_01,2025-12-17,ING_CAULI,,3.337,kg,133.49,prep_trim,prep,manual,yield 0.51 on 10.37 kg net
W001230,SITE_KIT_01,2025-12-17,ING_POTATO,,0.665,kg,18.63,prep_trim,prep,manual,yield 0.85 on 11.27 kg net
W001231,SITE_KIT_01,2025-12-17,ING_CAPSICUM,,0.151,kg,12.1,prep_trim,prep,manual,yield 0.84 on 2.39 kg net
W001232,SITE_KIT_01,2025-12-17,ING_SPINACH,,0.513,kg,15.4,prep_trim,prep,manual,yield 0.77 on 5.10 kg net
